,Nama Hotel,Nama Kota,Provinsi,Latitude,Longitude,Luas Kamar,Kapasitas,Rating,Harga
1391,Jani's Place Cottage,Kabupaten Gianyar,Bali,-8.52E-08,115.2606299,45,5,4.75,625600
1392,Griya Joyo 2 Syariah,Kota Malang,Jawa Timur,-7.9426692,112.5949714,31,3,4.05,97574
1393,Hotel Santika Seminyak,Kabupaten Badung,Bali,-8.69,115.1732373,24,2,4.58,542700
1394,Villa Adikusuma Regency - Akasia 02,Kota Batu,Jawa Timur,-7.8843981,112.5154198,20,6,4.02,1100000
1395,The Semeton Homestay,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.53E-08,116.0704573,16,3,4.92,268907
1396,Alan's Homestay,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.71E-08,116.2132393,18,3,3.08,237500
1397,Rumah Larasati ( Dormitory Style Bed for Backpacker in Malang ),Kota Malang,Jawa Timur,-7.98,112.6168052,26,1,4.07,55000
1398,Amaris Hotel Sunset Road,Kabupaten Badung,Bali,-8.71E-08,115.1856274,20,3,4.08,316000
1399,Villa Estate 43,Kota Batu,Jawa Timur,-7.88,112.5205523,50,7,4.75,1039200
1400,Samuh Ocean Sunset Hotel by WizZeLa,Klungkung Regency,Bali,-8.73E-08,115.5444231,16,2,4.08,602438
1401,Aryaduta Bali,Kabupaten Badung,Bali,-8.73E-08,115.1677647,50,4,4.58,2000000
1402,Bumbangku Beach Cottages Bar & Restaurant,Central Lombok Regency,West Nusa Tenggara,-8.67E-08,116.2186488,44,3,4.58,600000
1403,Hotel Kubuku,Kota Mataram,Nusa Tenggara Barat,-8.59,116.1246946,20,3,4.02,250000
1404,Rumah Luwih Beach Resort Bali,Kabupaten Gianyar,Bali,-8.58E-08,115.3452424,40,3,4.75,719550
1405,Abian Srama Hotel,Kota Denpasar,Bali,-8.69E-08,115.2586522,30,3,4.25,128000
1406,Maison Aurelia Sanur - by Prfrence,Kota Denpasar,Bali,-8.70E-08,115.263296,36,3,4.07,1910000
1407,The Haven Bali Seminyak,Kabupaten Badung,Bali,-0.8696638,115.1680095,35,3,4.42,1049000
1408,OYO 1605 Puput Resort Batulayar Senggigi,West Lombok Regency,West Nusa Tenggara,-8.53,116.0723732,18,3,4.08,149999
1409,Darmo Homestay Room,Kota Batu,Jawa Timur,-7.8940968,112.5321447,34,3,4.42,142500
1410,Villa Batoe Lidi Sweethome 3,Kota Batu,Jawa Timur,-7.8920635,112.550902,50,7,4.42,1400000
1411,Rinjani Padabalong Homestay,Kabupaten Lombok Timur,Nusa Tenggara Barat,-8.32,116.489808,17,2,4.92,209412
1412,Malimbu Cliff Villa,Kabupaten Lombok Utara,Nusa Tenggara Barat,-8.43E-08,116.0486182,50,7,4.05,7865100
1413,Praja Hotel,Kota Denpasar,Bali,-8.67E-08,115.2399457,28,3,4.42,313200
1414,Kokonut Suites,Kabupaten Badung,Bali,-8.68E-08,115.1543227,47,6,4.58,2600867
1415,Mvenpick Resort & Spa Jimbaran Bali,Kabupaten Badung,Bali,-8.78E-08,115.1642976,38,3,4.07,2464300
1416,Swiss-Belinn Legian,Kabupaten Badung,Bali,-8.70E-08,115.1672881,24,2,4.42,510000
1417,Maliki Guest House Batu,Kota Batu,Jawa Timur,-7.9064779,112.5774261,32,2,3.75,350000
1418,Hotel Tugu Lombok,Kabupaten Lombok Utara,Nusa Tenggara Barat,-8.37E-08,116.11255,46,3,4.07,3824100
1419,ABGHAN HOME BATU - Two Bedroom,Kota Batu,Jawa Timur,-7.8843981,112.5154198,50,6,4.08,480000
1420,Villa Collard,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.48E-08,116.0484632,33,1,4.07,950001
1421,Melur 15,Kota Mataram,Nusa Tenggara Barat,-8.58E-08,116.1010449,20,1,3.13,90361
1422,Umah Tis Sebatu,Kabupaten Gianyar,Bali,-8.42E-08,115.3038941,45,2,4.05,443700
1423,The Kayana,Kabupaten Badung,Bali,-8.67E-08,115.1628491,33,3,4.07,2156000
1424,Hikers Camp at Toya Devasya,Bangli Regency,Bali,-8.25E-08,115.397139,6,3,4,459000
1425,Dream Estate Resort,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.49E-08,116.0450559,43,3,4.07,1242000
1426,OYO 2854 COZY B&B Seminyak,Kabupaten Badung,Bali,-8.69E-08,115.1739395,16,2,4.03,211364
1427,Pakuna Beach Hotel,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.49E-08,116.0418902,15,2,4.42,79050
1428,Penginapan Dhea near BNS,Kota Batu,Jawa Timur,-7.89,112.5328302,20,3,4.92,300000
1429,Kintari Indah Homestay,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.88E-08,116.2808029,26,3,4.03,237500
1430,Hotel Nikko Bali Benoa Beach,Kabupaten Badung,Bali,-8.76E-08,115.2215399,45,5,4.05,1391040
1431,Dee Mansion,Kota Denpasar,Bali,-8.68,115.1919885,45,2,4.08,266612
1432,Lovina Inn Batu,Kota Batu,Jawa Timur,-7.91,112.5383033,33,3,4.08,150000
1433,OYO 3825 Lavender Syariah Sawojajar,Kota Malang,Jawa Timur,-7.97,112.6591506,22,2,4.25,100000
1434,Cafe Wayan Cottages Senggigi,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.51,116.0553389,36,3,4.58,570000
1435,Rinjani Inn,Mataram City,West Nusa Tenggara,-8.56E-08,116.1049214,20,3,3.13,529461
1436,Hotel Satriya Cottages,Badung Regency,Bali,-8.72E-08,115.1686322,35,1,4.58,712189
1437,Amed Dream Hotel & Ibus Beach Club,Kabupaten Karangasem,Bali,-8.35E-08,115.6823321,20,3,4.58,497250
1438,Kenran Resort Ubud by Soscomma,Kabupaten Gianyar,Bali,-8.46E-08,115.2806374,43,2,4.25,1530000
1439,Villa Bali Asri Batubelig,Kabupaten Badung,Bali,-8.67E-08,115.1475639,50,3,5.25,2835000
1440,Hideaway Residence Bali Ungasan by Kanaan Hospitality,Kabupaten Badung,Bali,-8.83,115.1610436,43,2,4.08,1755000
1441,Bumi Linggah Villas Bali,Kabupaten Gianyar,Bali,-8.62E-08,115.2568419,50,3,4.07,830419
1442,Padi Heritage Hotel,Kota Malang,Jawa Timur,-7.932274,112.6069449,20,3,3.15,286875
1443,Lara Homestay,Central Lombok Regency,West Nusa Tenggara,-8.88,116.2796419,33,3,4.42,665000
1444,Jo Homestay,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.86E-08,116.1780406,25,3,4.03,350200
1445,Pandanwangi Homestay Syariah,Kota Malang,Jawa Timur,-7.9531908,112.6583493,15,1,4.03,85377
1446,Pullman Bali Legian Beach,Kabupaten Badung,Bali,-8.71,115.1676211,42,1,4.25,2057000
1447,OYO Life 2760 Kost Simpang Borobudur 47,Kota Malang,Jawa Timur,-7.9363803,112.6379778,19,2,4,149999
1448,Ayola Bali Jimbaran,Kabupaten Badung,Bali,-8.77E-08,115.1718415,24,3,4.03,288000
1449,Puri Padma Hotel,Kabupaten Gianyar,Bali,-8.50E-08,115.2751687,15,2,4.58,594000
1450,The Niche Bali,Kabupaten Badung,Bali,-8.72E-08,115.1745806,20,2,4.25,297000
1451,Mangsit Suite by Holiday Resort Lombok,West Lombok Regency,West Nusa Tenggara,-8.49,116.0472995,50,5,4.05,1755000
1452,SPOT ON 2689 Safira Family Residence,Kabupaten Malang,Jawa Timur,-7.8720658,112.6791236,23,2,4.58,52079
1453,Rara Villas Lombok,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.52E-08,116.073134,35,2,3.75,900000
1454,Join Homestay,Lombok,Nusa Tenggara Barat,-8.86E-08,116.28238,16,2,4.02,190000
1455,Batu Villa Bunga Tanjung K14 (Syariah),Kota Batu,Jawa Timur,-7.85,112.5137854,44,6,4.03,375000
1456,The Pavilion Hotel Kuta,Kabupaten Badung,Bali,-8.72E-08,115.1758824,15,2,4.03,281880
1457,Anantara Seminyak Resort & Spa,Kabupaten Badung,Bali,-8.69E-08,115.1624869,43,3,4.25,4901315
1458,Ize Seminyak,Kabupaten Badung,Bali,-8.68E-08,115.1605285,40,2,4.58,1634850
1459,Family Garden Homestay,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.49E-08,116.0418902,40,1,4.07,224001
1460,Villa Seminyak Estate & Spa By Astadala,Kabupaten Badung,Bali,-8.69E-08,115.1721771,50,6,4.05,4788000
1461,Choice Stay Hotel Denpasar,Kota Denpasar,Bali,-8.68,115.206261,36,3,4.05,313335
1462,Hillside Suite Guest House,Kota Malang,Jawa Timur,-7.96,112.6055481,15,1,4.07,374999
1463,Villa Puncak Garuda C6,Kota Batu,Jawa Timur,-7.9010322,112.5569098,45,7,4.08,522000
1464,Sweet Peach House,Lombok,Nusa Tenggara Barat,-8.54E-08,116.078259,32,4,4.92,2500000
1465,OYO 612 Dante Guesthouse,Kota Denpasar,Bali,-8.66E-08,115.2133087,17,3,4.42,175999
1466,Dinoyo Homestay Syariah,Kota Malang,Jawa Timur,-7.9376531,112.6093121,23,3,4.08,97574
1467,Villa Karingal,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.51E-08,116.0660503,40,2,4.05,1129968
1468,Suites by Watermark Hotel and Spa,Kabupaten Badung,Bali,-8.78,115.1693002,49,3,4.92,1365477
1469,Semabu Hills Hotel,Kabupaten Klungkung,Bali,-8.69E-08,115.4891462,44,2,4.75,1385998
1470,nDaleme mBahkung Homestay,Kota Malang,Jawa Timur,-7.96,112.6219865,17,2,4.12,235000
1471,OYO 605 Queen Homestay,Kabupaten Malang,Jawa Timur,-7.89,112.5315303,20,2,4.25,300000
1472,Singaraja Hotel,Kabupaten Buleleng,Bali,-8.10E-08,115.0900893,15,3,4.25,227700
1473,Radz Homestay Syariah,Kota Malang,Jawa Timur,-7.9740258,112.6363672,45,3,4.25,103672
1474,Stanley Lombok,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.54E-08,116.0713795,40,3,4.75,720000
1475,Bali Corail Villa,Kabupaten Badung,Bali,-8.65E-08,115.1813547,16,3,4.42,714000
1476,Cocotinos Sekotong Lombok,West Lombok Regency,West Nusa Tenggara,-8.75E-08,115.9527126,36,3,4.42,1609713
1477,Villa Wijaya 2 Batu,Kota Batu,Jawa Timur,-7.89,112.5148249,24,8,4.1,2200000
1478,Dewi Sinta Hotel and Restaurant by Wizzela,Kabupaten Tabanan,Bali,-8.59E-08,115.1153151,20,3,4.03,234281
1479,Natya Hotel Kuta,Kabupaten Badung,Bali,-8.75E-08,115.1830395,20,3,4.42,250380
1480,Vanda Villa,Kota Batu,Jawa Timur,-7.861537,112.5271302,22,3,4.42,242999
1481,Zest Legian by Swiss-Belhotel International,Kabupaten Badung,Bali,-8.70E-08,115.1660809,18,3,4.08,500000
1482,Horton Hotel,Kota Cirebon,Jawa Barat,-6.7053825,108.5596045,18,2,4.42,210600
1483,Ono's Hotel Cirebon,Kota Cirebon,Jawa Barat,-6.7055791,108.5573611,22,2,4.42,270000
1484,Sutan Raja Hotel,Kabupaten Cirebon,Jawa Barat,-6.7118753,108.5472272,20,2,4.25,360000
1485,Sapadia Hotel Cirebon,Kota Cirebon,Jawa Barat,-6.7624273,108.556572,45,3,4.58,700000
1486,Grand Dian Boutique Hotel Cirebon,Kota Cirebon,Jawa Barat,-6.7135379,108.5604179,16,1,4.25,288000
1487,Hotel Asri Cirebon,Kota Cirebon,Jawa Barat,-6.7164999,108.5638719,48,3,4.42,600000
1488,Hotel Intan Cirebon,Kota Cirebon,Jawa Barat,-6.7401678,108.5708877,18,2,4.02,280000
1489,Hotel Santun Syariah,Kabupaten Cirebon,Jawa Barat,-6.7579956,108.5020289,20,2,4.25,285000
1490,Apita Express Hotel,Kota Cirebon,Jawa Barat,-6.7244242,108.5503956,19,2,4.02,260000
1491,CAHAYA HOTEL CIREBON,Kota Cirebon,Jawa Barat,-6.7134934,108.5625094,15,2,4.08,445000
1492,Hotel Satria Cirebon,Kota Cirebon,Jawa Barat,-6.741001,108.5570377,22,2,4.25,251750
1493,OYO 1032 Rahayu Residence Syariah,Kabupaten Cirebon,Jawa Barat,-6.7131011,108.5457397,19,2,4,134364
1494,Hotel Tryas,Kabupaten Subang,Jawa Barat,-6.5757664,107.7757086,25,3,4.42,300000
1495,OYO 863 Tenacity Guest House Syariah,Kabupaten Cirebon,Jawa Barat,-6.7174048,108.5432023,21,2,4.08,155794
1496,PIA Hotel Cirebon,Kota Cirebon,Jawa Barat,-6.7099588,108.5506994,15,3,4.25,225000
1497,Hotel Syariah Cordova,Kota Cirebon,Jawa Barat,-6.704522,108.5573434,38,3,3.15,154630
1498,Hotel Victory Cirebon,Kabupaten Cirebon,Jawa Barat,-6.71,108.53929,17,2,4,289750
1499,Aurora Hotel Siliwangi,Kota Cirebon,Jawa Barat,-6.7075238,108.5590908,35,2,4.05,228000
1500,DEDY JAYA CILEDUG HOTEL CIREBON,Kabupaten Cirebon,Jawa Barat,-6.9063586,108.7448437,20,2,4,414000
